Wikipedia link,Office,State,Start office date,End office date
https://en.wikipedia.org/wiki/Zheng-zi_Ying,Duke of Zheng,Zheng,-693,-680
Duke Li of Zheng (second reign),Duke of Zheng,Zheng,-679,-673
https://en.wikipedia.org/wiki/Duke_Wen_of_Zheng,Duke of Zheng,Zheng,-672,-628
https://en.wikipedia.org/wiki/Duke_Mu_of_Zheng,Duke of Zheng,Zheng,-627,-606
https://en.wikipedia.org/wiki/Duke_Ling_of_Zheng,Duke of Zheng,Zheng,-605,-605
https://en.wikipedia.org/wiki/Duke_Xiang_of_Zheng,Duke of Zheng,Zheng,-604,-587
https://en.wikipedia.org/wiki/Duke_Dao_of_Zheng,Duke of Zheng,Zheng,-586,-585
https://en.wikipedia.org/wiki/Duke_Cheng_of_Zheng,Duke of Zheng,Zheng,-584,-581
https://en.wikipedia.org/wiki/Prince_Xu_of_Zheng,Duke of Zheng,Zheng,-581,-581
https://en.wikipedia.org/wiki/Duke_Xi_of_Zheng,Duke of Zheng,Zheng,-581,-581
Duke Cheng of Zheng (second reign),Duke of Zheng,Zheng,-581,-571
Duke Xi of Zheng (second reign),Duke of Zheng,Zheng,-570,-566
https://en.wikipedia.org/wiki/Duke_Jian_of_Zheng,Duke of Zheng,Zheng,-565,-530
https://en.wikipedia.org/wiki/Duke_Ding_of_Zheng,Duke of Zheng,Zheng,-529,-514
https://en.wikipedia.org/wiki/Duke_Xian_of_Zheng,Duke of Zheng,Zheng,-513,-501
https://en.wikipedia.org/wiki/Duke_Sheng_of_Zheng,Duke of Zheng,Zheng,-500,-463
https://en.wikipedia.org/wiki/Duke_Ai_of_Zheng,Duke of Zheng,Zheng,-462,-455
https://en.wikipedia.org/wiki/Duke_Gong_of_Zheng,Duke of Zheng,Zheng,-455,-424
https://en.wikipedia.org/wiki/Duke_You_of_Zheng,Duke of Zheng,Zheng,-423,-423
https://en.wikipedia.org/wiki/Duke_Xu_of_Zheng,Duke of Zheng,Zheng,-422,-396
https://en.wikipedia.org/wiki/Duke_Kang_of_Zheng,Duke of Zheng,Zheng,-395,-375
https://en.wikipedia.org/wiki/Shoumeng,Ruler of Wu,Wu,-586,-561
https://en.wikipedia.org/wiki/Zhufan_(State_of_Wu),Ruler of Wu,Wu,-561,-548
https://en.wikipedia.org/wiki/Yuji_(State_of_Wu),Ruler of Wu,Wu,-548,-531
Yumei,Ruler of Wu,Wu,-531,-527
https://en.wikipedia.org/wiki/King_Liao_of_Wu,King of Wu,Wu,-527,-515
https://en.wikipedia.org/wiki/King_Hel%C3%BC_of_Wu,King of Wu,Wu,-515,-496
Fugai,King of Wu,Wu,-505,-505
https://en.wikipedia.org/wiki/King_Fuchai_of_Wu,King of Wu,Wu,-496,-473
https://en.wikipedia.org/wiki/Marquis_Wuyu_of_Yue,Marquis of Yue,Yue,,
https://en.wikipedia.org/wiki/Marquis_Wuren_of_Yue,Marquis of Yue,Yue,,
https://en.wikipedia.org/wiki/Marquis_Wushen_of_Yue,Marquis of Yue,Yue,,
https://en.wikipedia.org/wiki/Marquis_Futan_of_Yue,Marquis of Yue,Yue,-565,-538
https://en.wikipedia.org/wiki/Marquis_Yunchang_of_Yue,Marquis of Yue,Yue,,-497
https://en.wikipedia.org/wiki/Goujian,King of Yue,Yue,-496,-465
https://en.wikipedia.org/wiki/King_Luying_of_Yue,King of Yue,Yue,-465,-459
https://en.wikipedia.org/wiki/King_Bushou_of_Yue,King of Yue,Yue,-459,-449
https://en.wikipedia.org/wiki/King_Weng_of_Yue,King of Yue,Yue,-449,-412
https://en.wikipedia.org/wiki/King_Yi_of_Yue,King of Yue,Yue,-412,-376
https://en.wikipedia.org/wiki/King_Zhihou_of_Yue,King of Yue,Yue,-376,-375
https://en.wikipedia.org/wiki/King_Chuwuyu_of_Yue,King of Yue,Yue,-375,-365
https://en.wikipedia.org/wiki/King_Wuzhuan_of_Yue,King of Yue,Yue,-365,-357
https://en.wikipedia.org/wiki/King_Wuqiang_of_Yue,King of Yue,Yue,-357,-333
https://en.wikipedia.org/wiki/Yi_Yin,Chancellor,Shang,,
Zhong_Hui,Chancellor,Shang,,
Yi_Zhi,Chancellor,Shang,,
https://en.wikipedia.org/wiki/Wu_Xian_(astronomer),Chancellor,Shang,,
Wu_Xian,Chancellor,Shang,,
Gan_Xuan,Chancellor,Shang,,
https://en.wikipedia.org/wiki/Fu_Yue,Chancellor,Shang,,
https://en.wikipedia.org/wiki/Jizi,Chancellor,Shang,,
https://en.wikipedia.org/wiki/Jiang_Ziya,Chancellor,Zhou,,
https://en.wikipedia.org/wiki/Duke_of_Zhou,Chancellor,Zhou,,
https://en.wikipedia.org/wiki/Duke_Huan_of_Zheng,Chancellor,Zhou,,
https://en.wikipedia.org/wiki/Duke_Zhuang_of_Zheng,Chancellor,Zhou,,
https://en.wikipedia.org/wiki/Guan_Zhong,Chancellor,Qi,,-645
https://en.wikipedia.org/wiki/Bao_Shuya,Chancellor,Qi,,
https://en.wikipedia.org/wiki/Yan_Ying,Chancellor,Qi,,
https://en.wikipedia.org/wiki/Fan_Li,Chancellor,Qi,,
https://en.wikipedia.org/wiki/Fan_Li,Chancellor,Yue,,
https://en.wikipedia.org/wiki/Wu_Zixu,Chancellor,Wu,,
https://en.wikipedia.org/wiki/Bo_Pi,Chancellor,Wu,,
https://en.wikipedia.org/wiki/Cheng_Dechen,Chancellor,Chu,,
https://en.wikipedia.org/wiki/Sunshu_Ao,Chancellor,Chu,,
https://en.wikipedia.org/wiki/Wu_Qi,Chancellor,Chu,,
https://en.wikipedia.org/wiki/Lord_Chunshen,Chancellor,Chu,,
https://en.wikipedia.org/wiki/Lord_Mengchang,Chancellor,Qi,,
https://en.wikipedia.org/wiki/Tian_Dan,Chancellor,Qi,,
https://en.wikipedia.org/wiki/Li_Kui_(legalist),Chancellor,Wei,,
https://en.wikipedia.org/wiki/Hui_Shi,Chancellor,Wei,,
https://en.wikipedia.org/wiki/Lin_Xiangru,Chancellor,Zhao,,
https://en.wikipedia.org/wiki/Li_Mu,Chancellor,Zhao,,
https://en.wikipedia.org/wiki/Su_Qin,Chancellor,Yan,,
https://en.wikipedia.org/wiki/Yue_Yi,Chancellor,Yan,,
https://en.wikipedia.org/wiki/Baili_Xi,Chancellor,Qin,,
https://en.wikipedia.org/wiki/Shang_Yang,Chancellor,Qin,,
https://en.wikipedia.org/wiki/Zhang_Yi_(Warring_States_period),Chancellor,Qin,,
https://en.wikipedia.org/wiki/Fan_Ju,Grand Chancellor,Qin,,
https://en.wikipedia.org/wiki/L%C3%BC_Buwei,Grand Chancellor,Qin,-251,-238
https://en.wikipedia.org/wiki/Lord_Changping,Grand Chancellor,Qin,,
Kui_Zhuang,Grand Chancellor,Qin,,
https://en.wikipedia.org/wiki/Wang_Guan_(Grand_chancellor),Grand Chancellor,Qin,,
https://en.wikipedia.org/wiki/Li_Si,Grand Chancellor,Qin,,-208
https://en.wikipedia.org/wiki/Feng_Quji,Grand Chancellor,Qin,,
https://en.wikipedia.org/wiki/Zhao_Gao,Grand Chancellor,Qin,-208,-207
https://en.wikipedia.org/wiki/Xiao_He,Chancellor,Han,-206,-193
https://en.wikipedia.org/wiki/Cao_Shen,Chancellor,Han,-193,-190
https://en.wikipedia.org/wiki/Chen_Ping_(Han_dynasty),Chancellor,Han,-190,-179
https://en.wikipedia.org/wiki/Zhou_Bo,Chancellor,Han,,
https://en.wikipedia.org/wiki/Guan_Ying,Chancellor,Han,,
https://en.wikipedia.org/wiki/Zhou_Yafu,Chancellor,Han,,-147
Tian_Fen,Chancellor,Han,-135,
https://en.wikipedia.org/wiki/Huo_Guang,Chancellor,Han,,
Shi_Dan,Chancellor,Han,,
Yin_Zhong,Chancellor,Han,-29,
https://en.wikipedia.org/wiki/Wang_Mang,Chancellor,Han,,
https://en.wikipedia.org/wiki/Liu_Yan_(Xin_dynasty),Chancellor,Xin,,
https://en.wikipedia.org/wiki/Deng_Yu,Chancellor,Han,25,27
https://en.wikipedia.org/wiki/Wu_Han_(Han_dynasty),Chancellor,Han,,
https://en.wikipedia.org/wiki/Yuan_An,Chancellor,Han,,
https://en.wikipedia.org/wiki/Dou_Xian,Chancellor,Han,,
https://en.wikipedia.org/wiki/Li_Gu_(Han_dynasty),Chancellor,Han,,
https://en.wikipedia.org/wiki/Liang_Ji,Chancellor,Han,,
https://en.wikipedia.org/wiki/Dou_Wu,Chancellor,Han,,
https://en.wikipedia.org/wiki/Chen_Fan,Chancellor,Han,,
https://en.wikipedia.org/wiki/Qiao_Xuan,Chancellor,Han,,
https://en.wikipedia.org/wiki/Cao_Song,Chancellor,Han,,
https://en.wikipedia.org/wiki/Zhang_Wen_(Han_dynasty),Chancellor,Han,,
https://en.wikipedia.org/wiki/Liu_Yu_(warlord),Chancellor,Han,,
https://en.wikipedia.org/wiki/Dong_Zhuo,Chancellor,Han,,
https://en.wikipedia.org/wiki/He_Jin,Chancellor,Han,,
https://en.wikipedia.org/wiki/Wang_Yun_(Han_dynasty),Chancellor,Han,,
https://en.wikipedia.org/wiki/Ma_Midi,Chancellor,Han,,
https://en.wikipedia.org/wiki/Xun_Shuang,Chancellor,Han,,
https://en.wikipedia.org/wiki/Huangfu_Song,Chancellor,Han,,
https://en.wikipedia.org/wiki/Zhu_Jun_(Han_dynasty),Chancellor,Han,,
https://en.wikipedia.org/wiki/Cao_Cao,Chancellor,Han,196,220
https://en.wikipedia.org/wiki/Cao_Pi,Chancellor,Han,,
https://en.wikipedia.org/wiki/Sun_Shao_(Changxu),Chancellor,Eastern_Wu,221,225
https://en.wikipedia.org/wiki/Gu_Yong,Chancellor,Eastern_Wu,225,243
https://en.wikipedia.org/wiki/Lu_Xun_(Three_Kingdoms),Chancellor,Eastern_Wu,244,245
https://en.wikipedia.org/wiki/Bu_Zhi,Chancellor,Eastern_Wu,246,247
https://en.wikipedia.org/wiki/Zhu_Ju,Chancellor,Eastern_Wu,249,250
https://en.wikipedia.org/wiki/Sun_Jun_(Three_Kingdoms),Chancellor,Eastern_Wu,253,256
https://en.wikipedia.org/wiki/Sun_Chen,Chancellor,Eastern_Wu,,258
https://en.wikipedia.org/wiki/Puyang_Xing,Chancellor,Eastern_Wu,262,264
https://en.wikipedia.org/wiki/Zhang_Ti,Chancellor,Eastern_Wu,279,280
https://en.wikipedia.org/wiki/Zhuge_Liang,Chancellor,Shu_Han,221,234
https://en.wikipedia.org/wiki/Jiang_Wan,Chancellor,Shu_Han,,
https://en.wikipedia.org/wiki/Fei_Yi,Chancellor,Shu_Han,,
https://en.wikipedia.org/wiki/Dong_Yun,Chancellor,Shu_Han,,
https://en.wikipedia.org/wiki/Jiang_Wei,Chancellor,Shu_Han,,
https://en.wikipedia.org/wiki/Dong_Jue,Chancellor,Shu_Han,,
https://en.wikipedia.org/wiki/Fan_Jian_(politician),Chancellor,Shu_Han,,
https://en.wikipedia.org/wiki/Zhuge_Zhan,Chancellor,Shu_Han,,
https://en.wikipedia.org/wiki/Jia_Xu,Chancellor,Cao_Wei,,
https://en.wikipedia.org/wiki/Hua_Xin,Chancellor,Cao_Wei,,
https://en.wikipedia.org/wiki/Zhong_Yao,Chancellor,Cao_Wei,,
https://en.wikipedia.org/wiki/Wang_Lang_(Cao_Wei),Chancellor,Cao_Wei,,
https://en.wikipedia.org/wiki/Chen_Qun,Chancellor,Cao_Wei,,
https://en.wikipedia.org/wiki/Dong_Zhao_(Three_Kingdoms),Chancellor,Cao_Wei,,
https://en.wikipedia.org/wiki/Cui_Lin,Chancellor,Cao_Wei,,
https://en.wikipedia.org/wiki/Man_Chong,Chancellor,Cao_Wei,,
https://en.wikipedia.org/wiki/Jiang_Ji,Chancellor,Cao_Wei,,
https://en.wikipedia.org/wiki/Cao_Shuang,Chancellor,Cao_Wei,,
https://en.wikipedia.org/wiki/Sima_Yi,Chancellor,Cao_Wei,,
https://en.wikipedia.org/wiki/Gao_Rou,Chancellor,Cao_Wei,,
https://en.wikipedia.org/wiki/Wang_Ling_(Three_Kingdoms),Chancellor,Cao_Wei,,
https://en.wikipedia.org/wiki/Zhuge_Dan,Chancellor,Cao_Wei,,
https://en.wikipedia.org/wiki/Sun_Li_(general),Chancellor,Cao_Wei,,
https://en.wikipedia.org/wiki/Sima_Shi,Chancellor,Cao_Wei,,
https://en.wikipedia.org/wiki/Sima_Zhao,Chancellor,Cao_Wei,,
https://en.wikipedia.org/wiki/Sima_Fu,Chancellor,Cao_Wei,,
https://en.wikipedia.org/wiki/Wang_Chang_(Three_Kingdoms),Chancellor,Cao_Wei,,
https://en.wikipedia.org/wiki/Wang_Guan_(Three_Kingdoms),Chancellor,Cao_Wei,,
https://en.wikipedia.org/wiki/Deng_Ai,Chancellor,Cao_Wei,,
https://en.wikipedia.org/wiki/Zhong_Hui,Chancellor,Cao_Wei,,
https://en.wikipedia.org/wiki/Emperor_Wu_of_Jin,Chancellor,Jin,,
https://en.wikipedia.org/wiki/Wang_Xiang,Chancellor,Jin,,
https://en.wikipedia.org/wiki/Sima_Wang,Chancellor,Jin,,
https://en.wikipedia.org/wiki/Pangu,Pangu,Mythic,,
https://en.wikipedia.org/wiki/N%C3%BCwa,N%C3%BCwa,Mythic,,
https://en.wikipedia.org/wiki/Hou_Yi,Hou_Yi,Mythic,,
https://en.wikipedia.org/wiki/Gonggong,Gonggong,Mythic,,
https://en.wikipedia.org/wiki/Fuxi,Fuxi,Mythic,,
https://en.wikipedia.org/wiki/Suiren,Suiren,Mythic,,
https://en.wikipedia.org/wiki/Shennong,Shennong,Mythic,,
https://en.wikipedia.org/wiki/Yellow_Emperor,Yellow_Emperor,Mythic,,
https://en.wikipedia.org/wiki/Shaohao,Shaohao,Mythic,,
https://en.wikipedia.org/wiki/Zhuanxu,Zhuanxu,Mythic,,
https://en.wikipedia.org/wiki/Emperor_Ku,Emperor_Ku,Mythic,,
https://en.wikipedia.org/wiki/Emperor_Yao,Emperor_Yao,Mythic,,
https://en.wikipedia.org/wiki/Emperor_Shun,Emperor_Shun,Mythic,,
https://en.wikipedia.org/wiki/Yu_the_Great,Yu,Xia,,
https://en.wikipedia.org/wiki/Qi_of_Xia,Qi,Xia,,
https://en.wikipedia.org/wiki/Tai_Kang,Tai_Kang,Xia,,
https://en.wikipedia.org/wiki/Zhong_Kang,Zhong_Kang,Xia,,
https://en.wikipedia.org/wiki/Xiang_of_Xia,Xiang,Xia,,
https://en.wikipedia.org/wiki/Shao_Kang,Shao_Kang,Xia,,
https://en.wikipedia.org/wiki/Zhu_of_Xia,Zhu,Xia,,
https://en.wikipedia.org/wiki/Huai_of_Xia,Huai,Xia,,
https://en.wikipedia.org/wiki/Mang_of_Xia,Mang,Xia,,
https://en.wikipedia.org/wiki/Xie_of_Xia,Xie,Xia,,
https://en.wikipedia.org/wiki/Bu_Jiang,Bu_Jiang,Xia,,
https://en.wikipedia.org/wiki/Jiong_of_Xia,Jiong,Xia,,
https://en.wikipedia.org/wiki/Jin_of_Xia,Jin,Xia,,
https://en.wikipedia.org/wiki/Kong_Jia,Kong_Jia,Xia,,
https://en.wikipedia.org/wiki/Gao_of_Xia,Gao,Xia,,
https://en.wikipedia.org/wiki/Fa_of_Xia,Fa,Xia,,
https://en.wikipedia.org/wiki/Jie_of_Xia,Jie,Xia,,
https://en.wikipedia.org/wiki/Tang_of_Shang,Tang_(Da_Yi),Shang,,
https://en.wikipedia.org/wiki/Da_Ding,Da_Ding_(Tai_Ding),Shang,,
https://en.wikipedia.org/wiki/Wai_Bing,Wai_Bing,Shang,,
https://en.wikipedia.org/wiki/Zhong_Ren,Zhong_Ren,Shang,,
https://en.wikipedia.org/wiki/Tai_Jia,Tai_Jia,Shang,,
https://en.wikipedia.org/wiki/Wo_Ding,Wo_Ding_(Qiang_Ding),Shang,,
https://en.wikipedia.org/wiki/Tai_Geng,Tai_Geng_(Da_Geng),Shang,,
https://en.wikipedia.org/wiki/Xiao_Jia,Xiao_Jia,Shang,,
https://en.wikipedia.org/wiki/Yong_Ji,Yong_Ji,Shang,,
https://en.wikipedia.org/wiki/Tai_Wu,Tai_Wu_(Da_Wu),Shang,,
https://en.wikipedia.org/wiki/Zhong_Ding,Zhong_Ding,Shang,,
https://en.wikipedia.org/wiki/Wai_Ren,Wai_Ren,Shang,,
https://en.wikipedia.org/wiki/He_Dan_Jia,He_Dan_Jia,Shang,,
https://en.wikipedia.org/wiki/Zu_Yi,Zu_Yi,Shang,,
https://en.wikipedia.org/wiki/Zu_Xin,Zu_Xin,Shang,,
https://en.wikipedia.org/wiki/Wo_Jia,Wo_Jia_(Qiang_Jia),Shang,,
https://en.wikipedia.org/wiki/Zu_Ding,Zu_Ding,Shang,,
https://en.wikipedia.org/wiki/Nan_Geng,Nan_Geng,Shang,,
https://en.wikipedia.org/wiki/Yang_Jia_of_Shang,Yang_Jia,Shang,,
https://en.wikipedia.org/wiki/Pan_Geng,Pan_Geng,Shang,,
https://en.wikipedia.org/wiki/Xiao_Xin,Xiao_Xin,Shang,,
https://en.wikipedia.org/wiki/Xiao_Yi_of_Shang,Xiao_Yi,Shang,,
https://en.wikipedia.org/wiki/Wu_Ding,Wu_Ding,Shang,-1250,-1192
https://en.wikipedia.org/wiki/Zu_Geng_of_Shang,Zu_Geng,Shang,-1188,-1178
https://en.wikipedia.org/wiki/Zu_Jia,Zu_Jia,Shang,-1177,-1158
https://en.wikipedia.org/wiki/Lin_Xin,Lin_Xin,Shang,-1157,-1149
https://en.wikipedia.org/wiki/Geng_Ding,Geng_Ding_(Kang_Ding),Shang,-1148,-1132
https://en.wikipedia.org/wiki/Wu_Yi_of_Shang,Wu_Yi,Shang,-1131,-1117
https://en.wikipedia.org/wiki/Wen_Wu_Ding,Wen_Ding_(Wen_Wu_Ding),Shang,-1116,-1106
https://en.wikipedia.org/wiki/Di_Yi,Di_Yi,Shang,-1105,-1087
https://en.wikipedia.org/wiki/King_Zhou_of_Shang,Di_Xin_(King_Zhou),Shang,-1086,-1045
https://en.wikipedia.org/wiki/King_Wu_of_Zhou,King_Wu,Zhou,-1046,-1043
https://en.wikipedia.org/wiki/King_Cheng_of_Zhou,King_Cheng,Zhou,-1042,-1021
https://en.wikipedia.org/wiki/King_Kang_of_Zhou,King_Kang,Zhou,-1020,-996
https://en.wikipedia.org/wiki/King_Zhao_of_Zhou,King_Zhao,Zhou,-995,-977
https://en.wikipedia.org/wiki/King_Mu_of_Zhou,King_Mu,Zhou,-976,-922
https://en.wikipedia.org/wiki/King_Gong_of_Zhou,King_Gong,Zhou,-922,-900
https://en.wikipedia.org/wiki/King_Yih_of_Zhou,King_Yih,Zhou,-899,-892
https://en.wikipedia.org/wiki/King_Xiao_of_Zhou,King_Xiao,Zhou,-891,-886
https://en.wikipedia.org/wiki/King_Yi_of_Zhou_(Xie),King_Yi_(Xie),Zhou,-885,-878
https://en.wikipedia.org/wiki/King_Li_of_Zhou,King_Li,Zhou,-877,-841
https://en.wikipedia.org/wiki/Gonghe_Regency,Gonghe_Regency,Zhou,-841,-828
https://en.wikipedia.org/wiki/King_Xuan_of_Zhou,King_Xuan,Zhou,-827,-782
https://en.wikipedia.org/wiki/King_You_of_Zhou,King_You,Zhou,-781,-771
https://en.wikipedia.org/wiki/King_Ping_of_Zhou,King_Ping,Zhou,-770,-720
https://en.wikipedia.org/wiki/King_Huan_of_Zhou,King_Huan,Zhou,-719,-697
https://en.wikipedia.org/wiki/King_Zhuang_of_Zhou,King_Zhuang,Zhou,-696,-682
https://en.wikipedia.org/wiki/King_Xi_of_Zhou,King_Xi,Zhou,-681,-677
https://en.wikipedia.org/wiki/King_Hui_of_Zhou,King_Hui,Zhou,-676,-652
https://en.wikipedia.org/wiki/King_Xiang_of_Zhou,King_Xiang,Zhou,-651,-619
https://en.wikipedia.org/wiki/King_Qing_of_Zhou,King_Qing,Zhou,-618,-613
https://en.wikipedia.org/wiki/King_Kuang_of_Zhou,King_Kuang,Zhou,-612,-607
https://en.wikipedia.org/wiki/King_Ding_of_Zhou,King_Ding,Zhou,-606,-586
https://en.wikipedia.org/wiki/King_Jian_of_Zhou,King_Jian,Zhou,-585,-572
https://en.wikipedia.org/wiki/King_Ling_of_Zhou,King_Ling,Zhou,-571,-545
https://en.wikipedia.org/wiki/King_Jing_of_Zhou_(Gui),King_Jing_(Gui),Zhou,-544,-521
https://en.wikipedia.org/wiki/King_Dao_of_Zhou,King_Dao,Zhou,-520,-520
https://en.wikipedia.org/wiki/King_Jing_of_Zhou_(Gai),King_Jing_(Gai),Zhou,-519,-476
https://en.wikipedia.org/wiki/King_Yuan_of_Zhou,King_Yuan,Zhou,-475,-469
https://en.wikipedia.org/wiki/King_Zhending_of_Zhou,King_Zhending,Zhou,-468,-442
https://en.wikipedia.org/wiki/King_Ai_of_Zhou,King_Ai,Zhou,-441,-441
https://en.wikipedia.org/wiki/King_Si_of_Zhou,King_Si,Zhou,-441,-441
https://en.wikipedia.org/wiki/King_Kao_of_Zhou,King_Kao,Zhou,-440,-426
https://en.wikipedia.org/wiki/King_Weilie_of_Zhou,King_Weilie,Zhou,-425,-402
https://en.wikipedia.org/wiki/King_An_of_Zhou,King_An,Zhou,-401,-376
https://en.wikipedia.org/wiki/King_Lie_of_Zhou,King_Lie,Zhou,-375,-369
https://en.wikipedia.org/wiki/King_Xian_of_Zhou,King_Xian,Zhou,-368,-321
https://en.wikipedia.org/wiki/King_Shenjing_of_Zhou,King_Shenjing,Zhou,-320,-315
https://en.wikipedia.org/wiki/King_Nan_of_Zhou,King_Nan,Zhou,-314,-256
https://en.wikipedia.org/wiki/Qin_Shi_Huang,Qin_Shi_Huang_(Shi_Huangdi),Qin,-221,-210
https://en.wikipedia.org/wiki/Qin_Er_Shi,Qin_Er_Shi,Qin,-210,-207
https://en.wikipedia.org/wiki/Ziying,Ziying_(King_of_Qin),Qin,-207,-207
https://en.wikipedia.org/wiki/Emperor_Gaozu_of_Han,Emperor_Gaozu_(Liu_Bang),Han_(Western),-202,-195
https://en.wikipedia.org/wiki/Emperor_Hui_of_Han,Emperor_Hui,Han_(Western),-195,-188
https://en.wikipedia.org/wiki/Emperor_Qianshao_of_Han,Emperor_Qianshao_(contested),Han_(Western),-188,-184
https://en.wikipedia.org/wiki/Emperor_Houshao_of_Han,Emperor_Houshao_(contested),Han_(Western),-184,-180
https://en.wikipedia.org/wiki/Emperor_Wen_of_Han,Emperor_Wen,Han_(Western),-180,-157
https://en.wikipedia.org/wiki/Emperor_Jing_of_Han,Emperor_Jing,Han_(Western),-157,-141
https://en.wikipedia.org/wiki/Emperor_Wu_of_Han,Emperor_Wu,Han_(Western),-141,-87
https://en.wikipedia.org/wiki/Emperor_Zhao_of_Han,Emperor_Zhao,Han_(Western),-87,-74
https://en.wikipedia.org/wiki/Marquis_of_Haihun,Marquis_of_Haihun_(Liu_He_contested),Han_(Western),-74,-74
https://en.wikipedia.org/wiki/Emperor_Xuan_of_Han,Emperor_Xuan,Han_(Western),-74,-48
https://en.wikipedia.org/wiki/Emperor_Yuan_of_Han,Emperor_Yuan,Han_(Western),-48,-33
https://en.wikipedia.org/wiki/Emperor_Cheng_of_Han,Emperor_Cheng,Han_(Western),-33,-7
https://en.wikipedia.org/wiki/Emperor_Ai_of_Han,Emperor_Ai,Han_(Western),-7,-1
https://en.wikipedia.org/wiki/Emperor_Ping_of_Han,Emperor_Ping,Han_(Western),-1,6
https://en.wikipedia.org/wiki/Ruzi_Ying,Ruzi_Ying_(contested),Han_(Western),6,9
https://en.wikipedia.org/wiki/Wang_Mang,Wang_Mang,Xin,9,23
https://en.wikipedia.org/wiki/Gengshi_Emperor,Gengshi_Emperor_(contested),Han_(Interregnum),23,25
https://en.wikipedia.org/wiki/Emperor_Guangwu_of_Han,Emperor_Guangwu,Han_(Eastern),25,57
https://en.wikipedia.org/wiki/Emperor_Ming_of_Han,Emperor_Ming,Han_(Eastern),57,75
https://en.wikipedia.org/wiki/Emperor_Zhang_of_Han,Emperor_Zhang,Han_(Eastern),75,88
https://en.wikipedia.org/wiki/Emperor_He_of_Han,Emperor_He,Han_(Eastern),88,106
https://en.wikipedia.org/wiki/Emperor_Shang_of_Han,Emperor_Shang,Han_(Eastern),106,106
https://en.wikipedia.org/wiki/Emperor_An_of_Han,Emperor_An,Han_(Eastern),106,125
https://en.wikipedia.org/wiki/Marquess_of_Beixiang,Marquess_of_Beixiang_(contested),Han_(Eastern),125,125
https://en.wikipedia.org/wiki/Emperor_Shun_of_Han,Emperor_Shun,Han_(Eastern),125,144
https://en.wikipedia.org/wiki/Emperor_Chong_of_Han,Emperor_Chong,Han_(Eastern),144,145
https://en.wikipedia.org/wiki/Emperor_Zhi_of_Han,Emperor_Zhi,Han_(Eastern),145,146
https://en.wikipedia.org/wiki/Emperor_Huan_of_Han,Emperor_Huan,Han_(Eastern),146,168
https://en.wikipedia.org/wiki/Emperor_Ling_of_Han,Emperor_Ling,Han_(Eastern),168,189
https://en.wikipedia.org/wiki/Liu_Bian,Prince_of_Hongnong_(Liu_Bian_contested),Han_(Eastern),189,189
https://en.wikipedia.org/wiki/Emperor_Xian_of_Han,Emperor_Xian,Han_(Eastern),189,220